Kit ID,Borough,Borough_broad,Zipcode,UHF_code,Neighborhood Name,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
20269221,Brooklyn,#N/A,12345,#N/A,#N/A,03/29/2020,2020,04/10/2020,0.000,0.000,,0.064,0.068,
14221767,BREEZY POINT,Queens,11697,410,Rockaway,09/26/2014,2014,10/02/2014,0.000,0.000,,0.193,0.081,
17242539,BREEZY POINT,Queens,11697,410,Rockaway,06/06/2017,2017,06/12/2017,0.000,0.000,,0.175,0.029,
17243628,BREEZY POINT,Queens,11697,410,Rockaway,08/03/2017,2017,08/08/2017,0.000,0.000,,0.109,0.022,
19257533,QUEENS,Queens,11697,410,Rockaway,02/13/2019,2019,02/14/2019,0.000,0.000,,0.407,0.191,
19256744,QUEENS,Queens,11697,410,Rockaway,01/11/2019,2019,01/15/2019,0.000,0.000,,0.164,0.014,
19265046,QUEENS,Queens,11694,410,Rockaway,10/23/2019,2019,10/25/2019,0.000,0.043,,0.354,0.049,
17242686,FAR ROCKAWAY,Queens,11694,410,Rockaway,09/17/2018,2018,09/25/2018,0.000,0.005,,0.069,0.279,
18250711,FAR ROCKAWAY,Queens,11694,410,Rockaway,07/09/2018,2018,07/10/2018,0.000,0.003,,0.243,0.252,
19365292,QUEENS,Queens,11694,410,Rockaway,11/03/2019,2019,11/07/2019,0.000,0.002,0.003,0.295,0.020,0.016
14221062,FAR ROCKAWAY,Queens,11694,410,Rockaway,04/09/2014,2014,04/18/2014,0.000,0.000,,0.094,0.041,
14221903,FAR ROCKAWAY,Queens,11694,410,Rockaway,09/21/2014,2014,09/25/2014,0.000,0.000,,0.137,0.089,
15222849,FAR ROCKAWAY,Queens,11694,410,Rockaway,03/31/2015,2015,04/06/2015,0.000,0.000,,0.189,0.147,
15222977,FAR ROCKAWAY,Queens,11694,410,Rockaway,04/11/2015,2015,04/15/2015,0.000,0.000,,0.035,0.056,
15222871,FAR ROCKAWAY,Queens,11694,410,Rockaway,04/14/2015,2015,04/20/2015,0.000,0.000,,0.144,0.123,
15223108,FAR ROCKAWAY,Queens,11694,410,Rockaway,05/11/2015,2015,05/21/2015,0.000,0.000,,0.245,0.023,
15222817,FAR ROCKAWAY,Queens,11694,410,Rockaway,01/09/2016,2016,01/20/2016,0.000,0.000,,0.109,0.016,
16227677,FAR ROCKAWAY,Queens,11694,410,Rockaway,03/22/2016,2016,03/28/2016,0.000,0.000,,0.122,0.013,
16227613,FAR ROCKAWAY,Queens,11694,410,Rockaway,03/24/2016,2016,03/28/2016,0.000,0.000,,0.134,0.060,
16230969,FAR ROCKAWAY,Queens,11694,410,Rockaway,05/03/2016,2016,05/10/2016,0.000,0.000,,0.133,0.053,
16236017,FAR ROCKAWAY,Queens,11694,410,Rockaway,12/09/2016,2016,12/16/2016,0.000,0.000,,0.123,0.044,
17236895,FAR ROCKAWAY,Queens,11694,410,Rockaway,01/19/2017,2017,02/01/2017,0.000,0.000,,0.182,0.122,
17240088,FAR ROCKAWAY,Queens,11694,410,Rockaway,04/01/2017,2017,04/07/2017,0.000,0.000,,0.168,0.065,
17240728,FAR ROCKAWAY,Queens,11694,410,Rockaway,04/23/2017,2017,05/01/2017,0.000,0.000,,0.102,0.062,
17241695,FAR ROCKAWAY,Queens,11694,410,Rockaway,06/01/2017,2017,06/12/2017,0.000,0.000,,0.134,0.031,
16236066,FAR ROCKAWAY,Queens,11694,410,Rockaway,06/10/2017,2017,06/12/2017,0.000,0.000,,0.160,0.022,
17242608,FAR ROCKAWAY,Queens,11694,410,Rockaway,06/13/2017,2017,06/26/2017,0.000,0.000,,0.078,0.013,
17243446,FAR ROCKAWAY,Queens,11694,410,Rockaway,07/23/2017,2017,07/28/2017,0.000,0.000,,0.133,0.036,
18254946,FAR ROCKAWAY,Queens,11694,410,Rockaway,12/01/2018,2018,12/03/2018,0.000,0.000,,0.196,0.041,
18247749,FAR ROCKAWAY,Queens,11694,410,Rockaway,03/18/2018,2018,03/20/2018,0.000,0.000,,0.170,0.015,
18251200,FAR ROCKAWAY,Queens,11694,410,Rockaway,08/27/2018,2018,08/28/2018,0.000,0.000,,0.130,0.026,
17246284,FAR ROCKAWAY,Queens,11694,410,Rockaway,01/08/2018,2018,01/11/2018,0.000,0.000,,0.049,0.022,
19266631,QUEENS,Queens,11694,410,Rockaway,12/26/2019,2019,12/27/2019,0.000,0.000,,0.187,0.140,
19265095,QUEENS,Queens,11694,410,Rockaway,11/04/2019,2019,11/08/2019,0.000,0.000,,0.130,0.081,
19261745,QUEENS,Queens,11694,410,Rockaway,08/27/2019,2019,08/29/2019,0.000,0.000,,0.167,0.076,
19261412,QUEENS,Queens,11694,410,Rockaway,06/03/2019,2019,06/07/2019,0.000,0.000,,0.089,0.023,
20267407,Queens,Queens,11694,410,Rockaway,01/16/2020,2020,01/17/2020,0.000,0.000,,0.245,0.148,
20267645,Queens,Queens,11694,410,Rockaway,02/01/2020,2020,02/03/2020,0.000,0.000,,0.113,0.031,
20270996,Queens,Queens,11694,410,Rockaway,07/12/2020,2020,07/17/2020,0.000,0.000,,0.086,0.033,
20272165,Queens,Queens,11694,410,Rockaway,09/03/2020,2020,09/14/2020,0.000,0.000,,0.101,0.033,
15223100,FAR ROCKAWAY,Queens,11693,410,Rockaway,05/28/2015,2015,06/01/2015,0.000,0.065,,0.127,0.098,
17245128,FAR ROCKAWAY,Queens,11693,410,Rockaway,11/05/2017,2017,11/08/2017,0.000,0.011,,0.144,0.075,
19264957,QUEENS,Queens,11693,410,Rockaway,11/13/2019,2019,11/14/2019,0.000,0.010,,0.094,0.164,
20272790,Queens,Queens,11693,410,Rockaway,10/26/2020,2020,10/30/2020,0.000,0.005,,0.210,0.017,
15300361,FAR ROCKAWAY,Queens,11693,410,Rockaway,07/29/2015,2015,07/31/2015,0.000,0.004,0.000,0.129,0.035,0.021
19260055,QUEENS,Queens,11693,410,Rockaway,05/22/2019,2019,05/23/2019,0.000,0.002,,0.122,0.107,
17243851,FAR ROCKAWAY,Queens,11693,410,Rockaway,08/15/2017,2017,08/17/2017,0.000,0.000,,0.077,0.062,
18247627,FAR ROCKAWAY,Queens,11693,410,Rockaway,03/12/2018,2018,03/13/2018,0.000,0.000,,0.175,0.158,
18247934,FAR ROCKAWAY,Queens,11693,410,Rockaway,03/23/2018,2018,03/28/2018,0.000,0.000,,0.302,0.276,
18251049,FAR ROCKAWAY,Queens,11693,410,Rockaway,10/05/2018,2018,10/10/2018,0.000,0.000,,0.015,0.009,
18256122,FAR ROCKAWAY,Queens,11693,410,Rockaway,12/20/2018,2018,12/24/2018,0.000,0.000,,0.358,0.175,
19265888,QUEENS,Queens,11693,410,Rockaway,11/25/2019,2019,11/27/2019,0.000,0.000,,0.187,0.025,
19264974,QUEENS,Queens,11693,410,Rockaway,11/18/2019,2019,11/19/2019,0.000,0.000,,0.132,0.180,
19264978,QUEENS,Queens,11693,410,Rockaway,10/22/2019,2019,10/24/2019,0.000,0.000,,0.028,0.017,
19263898,QUEENS,Queens,11693,410,Rockaway,09/30/2019,2019,10/01/2019,0.000,0.000,,0.062,0.012,
20269164,Queens,Queens,11693,410,Rockaway,03/15/2020,2020,03/17/2020,0.000,0.000,,0.094,0.052,
20270326,Queens,Queens,11693,410,Rockaway,06/17/2020,2020,06/22/2020,0.000,0.000,,0.162,0.095,
19261645,QUEENS,Queens,11692,410,Rockaway,06/13/2019,2019,06/14/2019,0.000,0.006,,0.052,0.020,
17242602,ARVERNE,Queens,11692,410,Rockaway,06/04/2018,2018,06/08/2018,0.000,0.001,,0.143,0.023,
13220469,ARVERNE,Queens,11692,410,Rockaway,03/12/2014,2014,03/19/2014,0.000,0.000,,0.417,0.039,
14221309,ARVERNE,Queens,11692,410,Rockaway,06/14/2014,2014,06/18/2014,0.000,0.000,,0.120,0.072,
15222957,ARVERNE,Queens,11692,410,Rockaway,04/20/2015,2015,04/22/2015,0.000,0.000,,0.190,0.107,
16226398,ARVERNE,Queens,11692,410,Rockaway,03/06/2016,2016,03/11/2016,0.000,0.000,,0.206,0.096,
16231258,ARVERNE,Queens,11692,410,Rockaway,05/10/2016,2016,05/16/2016,0.000,0.000,,0.111,0.060,
16234130,ARVERNE,Queens,11692,410,Rockaway,08/08/2016,2016,08/16/2016,0.000,0.000,,0.150,0.163,
17237131,ARVERNE,Queens,11692,410,Rockaway,02/01/2017,2017,02/06/2017,0.000,0.000,,0.000,0.000,
17239967,ARVERNE,Queens,11692,410,Rockaway,03/28/2017,2017,04/04/2017,0.000,0.000,,0.029,0.027,
16232959,ARVERNE,Queens,11692,410,Rockaway,04/11/2017,2017,04/14/2017,0.000,0.000,,0.101,0.038,
17242604,ARVERNE,Queens,11692,410,Rockaway,06/15/2017,2017,06/22/2017,0.000,0.000,,0.045,0.022,
18250677,ARVERNE,Queens,11692,410,Rockaway,09/01/2018,2018,09/05/2018,0.000,0.000,,0.064,0.026,
18250983,ARVERNE,Queens,11692,410,Rockaway,08/19/2018,2018,08/27/2018,0.000,0.000,,0.067,0.023,
18256153,ARVERNE,Queens,11692,410,Rockaway,12/21/2018,2018,12/24/2018,0.000,0.000,,0.005,0.006,
18252170,ARVERNE,Queens,11692,410,Rockaway,09/13/2018,2018,09/14/2018,0.000,0.000,,0.034,0.008,
18251805,ARVERNE,Queens,11692,410,Rockaway,09/13/2018,2018,09/14/2018,0.000,0.000,,0.018,0.015,
19265466,QUEENS,Queens,11692,410,Rockaway,12/09/2019,2019,12/10/2019,0.000,0.000,,0.096,0.057,
19265633,QUEENS,Queens,11692,410,Rockaway,11/21/2019,2019,11/22/2019,0.000,0.000,,0.226,0.150,
19265063,QUEENS,Queens,11692,410,Rockaway,10/31/2019,2019,11/01/2019,0.000,0.000,,0.026,0.021,
19259959,QUEENS,Queens,11692,410,Rockaway,06/11/2019,2019,06/13/2019,0.000,0.000,,0.177,0.124,
20269085,Queens,Queens,11692,410,Rockaway,03/13/2020,2020,03/16/2020,0.000,0.000,,0.072,0.017,
20270799,Queens,Queens,11692,410,Rockaway,06/30/2020,2020,07/10/2020,0.000,0.000,,0.244,0.142,
20270864,Queens,Queens,11692,410,Rockaway,08/15/2020,2020,08/24/2020,0.000,0.000,,0.050,0.021,
20272042,Queens,Queens,11692,410,Rockaway,08/28/2020,2020,09/08/2020,0.000,0.000,,0.032,0.012,
20275379,Queens,Queens,11692,410,Rockaway,12/08/2020,2020,12/14/2020,0.000,0.000,,0.206,0.133,
17245166,FAR ROCKAWAY,Queens,11691,410,Rockaway,09/06/2018,2018,09/11/2018,0.000,0.011,,0.142,0.048,
17243811,FAR ROCKAWAY,Queens,11691,410,Rockaway,08/17/2017,2017,08/22/2017,0.000,0.010,,0.152,0.066,
19266726,QUEENS,Queens,11691,410,Rockaway,12/30/2019,2019,01/03/2020,0.000,0.010,,0.383,0.250,
13219116,FAR ROCKAWAY,Queens,11691,410,Rockaway,07/06/2014,2014,07/10/2014,0.000,0.009,,0.236,0.029,
15222930,FAR ROCKAWAY,Queens,11691,410,Rockaway,04/16/2015,2015,04/20/2015,0.000,0.002,,0.245,0.072,
14221631,FAR ROCKAWAY,Queens,11691,410,Rockaway,08/02/2014,2014,08/08/2014,0.000,0.000,,0.129,0.055,
15222473,FAR ROCKAWAY,Queens,11691,410,Rockaway,01/10/2015,2015,01/12/2015,0.000,0.000,,0.131,0.124,
15223699,FAR ROCKAWAY,Queens,11691,410,Rockaway,08/18/2015,2015,08/26/2015,0.000,0.000,,0.087,0.026,
16227398,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/18/2016,2016,03/19/2016,0.000,0.000,,0.045,0.008,
16227397,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/18/2016,2016,03/19/2016,0.000,0.000,,0.097,0.016,
16227488,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/18/2016,2016,03/19/2016,0.000,0.000,,0.027,0.016,
16227615,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/21/2016,2016,03/28/2016,0.000,0.000,,0.156,0.028,
16226743,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/28/2016,2016,04/01/2016,0.000,0.000,,0.109,0.022,
16226921,FAR ROCKAWAY,Queens,11691,410,Rockaway,04/06/2016,2016,04/12/2016,0.000,0.000,,0.072,0.034,
16235139,FAR ROCKAWAY,Queens,11691,410,Rockaway,10/25/2016,2016,10/27/2016,0.000,0.000,,0.144,0.053,
16236531,FAR ROCKAWAY,Queens,11691,410,Rockaway,12/16/2016,2016,12/27/2016,0.000,0.000,,0.171,0.118,
16236406,FAR ROCKAWAY,Queens,11691,410,Rockaway,01/18/2017,2017,01/25/2017,0.000,0.000,,0.090,0.031,
17238856,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/01/2017,2017,03/03/2017,0.000,0.000,,0.081,0.046,
16231818,FAR ROCKAWAY,Queens,11691,410,Rockaway,05/01/2017,2017,05/04/2017,0.000,0.000,,0.133,0.038,
17243164,FAR ROCKAWAY,Queens,11691,410,Rockaway,07/10/2017,2017,07/17/2017,0.000,0.000,,0.035,0.061,
17243376,FAR ROCKAWAY,Queens,11691,410,Rockaway,07/19/2017,2017,07/25/2017,0.000,0.000,,0.149,0.107,
17243267,FAR ROCKAWAY,Queens,11691,410,Rockaway,08/30/2017,2017,09/05/2017,0.000,0.000,,0.208,0.137,
17245849,FAR ROCKAWAY,Queens,11691,410,Rockaway,11/27/2017,2017,11/28/2017,0.000,0.000,,0.127,0.053,
18247252,FAR ROCKAWAY,Queens,11691,410,Rockaway,02/22/2018,2018,03/01/2018,0.000,0.000,,0.403,0.087,
18254204,FAR ROCKAWAY,Queens,11691,410,Rockaway,10/17/2018,2018,10/22/2018,0.000,0.000,,0.011,0.001,
18252935,FAR ROCKAWAY,Queens,11691,410,Rockaway,10/18/2018,2018,11/01/2018,0.000,0.000,,0.149,0.139,
18254560,FAR ROCKAWAY,Queens,11691,410,Rockaway,10/24/2018,2018,10/29/2018,0.000,0.000,,0.136,0.054,
18247962,FAR ROCKAWAY,Queens,11691,410,Rockaway,03/29/2018,2018,04/02/2018,0.000,0.000,,0.023,0.020,
18248989,FAR ROCKAWAY,Queens,11691,410,Rockaway,05/31/2018,2018,06/07/2018,0.000,0.000,,0.176,0.066,
18248928,FAR ROCKAWAY,Queens,11691,410,Rockaway,08/05/2018,2018,08/10/2018,0.000,0.000,,0.179,0.039,
19265851,QUEENS,Queens,11691,410,Rockaway,12/17/2019,2019,12/20/2019,0.000,0.000,,0.066,0.046,
19263499,QUEENS,Queens,11691,410,Rockaway,10/07/2019,2019,10/08/2019,0.000,0.000,,0.163,0.041,
19263479,QUEENS,Queens,11691,410,Rockaway,09/24/2019,2019,09/26/2019,0.000,0.000,,0.318,0.136,
19262998,QUEENS,Queens,11691,410,Rockaway,09/15/2019,2019,09/17/2019,0.000,0.000,,0.144,0.089,
19262605,QUEENS,Queens,11691,410,Rockaway,08/13/2019,2019,08/15/2019,0.000,0.000,,0.061,0.015,
19262343,QUEENS,Queens,11691,410,Rockaway,08/06/2019,2019,08/07/2019,0.000,0.000,,0.132,0.111,
19262271,QUEENS,Queens,11691,410,Rockaway,07/25/2019,2019,07/29/2019,0.000,0.000,,0.094,0.064,
19261277,QUEENS,Queens,11691,410,Rockaway,07/01/2019,2019,07/02/2019,0.000,0.000,,0.120,0.050,
19259520,QUEENS,Queens,11691,410,Rockaway,04/13/2019,2019,04/17/2019,0.000,0.000,,0.244,0.101,
19257223,QUEENS,Queens,11691,410,Rockaway,02/11/2019,2019,02/14/2019,0.000,0.000,,0.040,0.012,
19257540,QUEENS,Queens,11691,410,Rockaway,02/08/2019,2019,02/11/2019,0.000,0.000,,0.313,0.046,
19257478,QUEENS,Queens,11691,410,Rockaway,02/05/2019,2019,02/08/2019,0.000,0.000,,0.216,0.024,
20268498,Queens,Queens,11691,410,Rockaway,02/24/2020,2020,03/05/2020,0.000,0.000,,0.231,0.035,
20269471,Queens,Queens,11691,410,Rockaway,04/02/2020,2020,04/13/2020,0.000,0.000,,0.184,0.193,
20271776,Queens,Queens,11691,410,Rockaway,08/20/2020,2020,08/28/2020,0.000,0.000,,0.017,0.018,
20272457,Queens,Queens,11691,410,Rockaway,09/22/2020,2020,10/02/2020,0.000,0.000,,0.036,0.027,
20274617,Queens,Queens,11691,410,Rockaway,10/16/2020,2020,10/23/2020,0.000,0.000,,0.075,0.031,
20274629,Queens,Queens,11691,410,Rockaway,10/09/2020,2020,10/19/2020,0.000,0.000,,0.182,0.138,
20276021,Queens,Queens,11691,410,Rockaway,12/07/2020,2020,12/14/2020,0.000,0.000,,0.002,0.002,
16229565,JAMAICA,Queens,11436,408,Jamaica,04/12/2016,2016,04/15/2016,0.000,0.009,,0.140,0.054,
19264572,Queens,Queens,11436,408,Jamaica,03/09/2020,2020,04/01/2020,0.000,0.008,,0.157,0.044,
19257597,QUEENS,Queens,11436,408,Jamaica,02/16/2019,2019,02/19/2019,0.000,0.007,,0.141,0.170,
19257697,QUEENS,Queens,11436,408,Jamaica,05/04/2019,2019,05/10/2019,0.000,0.002,,0.141,0.134,
15223721,JAMAICA,Queens,11436,408,Jamaica,08/06/2015,2015,08/11/2015,0.000,0.000,,0.056,0.053,
16225405,JAMAICA,Queens,11436,408,Jamaica,02/09/2016,2016,02/17/2016,0.000,0.000,,0.131,0.032,
17241194,JAMAICA,Queens,11436,408,Jamaica,05/07/2017,2017,05/11/2017,0.000,0.000,,0.045,0.034,
17243484,JAMAICA,Queens,11436,408,Jamaica,08/16/2017,2017,08/22/2017,0.000,0.000,,0.174,0.040,
19265944,QUEENS,Queens,11436,408,Jamaica,11/27/2019,2019,12/05/2019,0.000,0.000,,0.014,0.004,
19262167,QUEENS,Queens,11436,408,Jamaica,07/18/2019,2019,07/19/2019,0.000,0.000,,0.035,0.021,
19258450,QUEENS,Queens,11436,408,Jamaica,04/11/2019,2019,04/12/2019,0.000,0.000,,0.040,0.021,
20267965,Queens,Queens,11436,408,Jamaica,02/19/2020,2020,02/20/2020,0.000,0.000,,0.210,0.040,
20268142,Queens,Queens,11436,408,Jamaica,02/19/2020,2020,02/21/2020,0.000,0.000,,0.123,0.086,
20272401,Queens,Queens,11436,408,Jamaica,10/03/2020,2020,10/13/2020,0.000,0.000,,0.215,0.096,
17245486,JAMAICA,Queens,11435,408,Jamaica,11/17/2017,2017,11/20/2017,0.000,0.052,,0.374,0.499,
19264735,Queens,Queens,11435,408,Jamaica,09/20/2020,2020,09/25/2020,0.000,0.008,,0.102,0.077,
14221790,JAMAICA,Queens,11435,408,Jamaica,09/06/2014,2014,09/08/2014,0.000,0.004,,2.308,0.120,
16231979,JAMAICA,Queens,11435,408,Jamaica,06/10/2016,2016,06/14/2016,0.000,0.004,,0.141,0.094,
16235061,JAMAICA,Queens,11435,408,Jamaica,10/12/2016,2016,10/17/2016,0.000,0.004,,0.105,0.013,
20275576,Queens,Queens,11435,408,Jamaica,11/17/2020,2020,11/23/2020,0.000,0.004,,0.275,0.246,
14222150,JAMAICA,Queens,11435,408,Jamaica,11/26/2014,2014,11/28/2014,0.000,0.002,,0.063,0.013,
17237360,JAMAICA,Queens,11435,408,Jamaica,02/04/2017,2017,02/08/2017,0.000,0.001,,0.039,0.012,
18251553,JAMAICA,Queens,11435,408,Jamaica,08/25/2018,2018,08/28/2018,0.000,0.001,,0.054,0.016,
19264544,Queens,Queens,11435,408,Jamaica,03/10/2020,2020,03/12/2020,0.000,0.001,,0.051,0.012,
14221041,JAMAICA,Queens,11435,408,Jamaica,04/04/2014,2014,04/08/2014,0.000,0.000,,0.013,0.003,
14221839,JAMAICA,Queens,11435,408,Jamaica,09/05/2014,2014,09/11/2014,0.000,0.000,,0.087,0.018,
14221761,JAMAICA,Queens,11435,408,Jamaica,09/08/2014,2014,09/11/2014,0.000,0.000,,0.139,0.073,
14222014,JAMAICA,Queens,11435,408,Jamaica,10/21/2014,2014,10/24/2014,0.000,0.000,,0.131,0.088,
15223529,JAMAICA,Queens,11435,408,Jamaica,07/08/2015,2015,07/14/2015,0.000,0.000,,0.030,0.019,
15224497,JAMAICA,Queens,11435,408,Jamaica,12/09/2015,2015,12/11/2015,0.000,0.000,,0.172,0.107,
15224404,JAMAICA,Queens,11435,408,Jamaica,01/01/2016,2016,01/05/2016,0.000,0.000,,0.270,0.028,
16228748,JAMAICA,Queens,11435,408,Jamaica,04/04/2016,2016,04/08/2016,0.000,0.000,,0.060,0.013,
16228613,JAMAICA,Queens,11435,408,Jamaica,04/05/2016,2016,04/15/2016,0.000,0.000,,0.250,0.135,
16229737,JAMAICA,Queens,11435,408,Jamaica,04/07/2016,2016,04/15/2016,0.000,0.000,,0.061,0.053,
16230259,JAMAICA,Queens,11435,408,Jamaica,04/14/2016,2016,04/19/2016,0.000,0.000,,0.136,0.113,
16231344,JAMAICA,Queens,11435,408,Jamaica,05/08/2016,2016,05/16/2016,0.000,0.000,,0.105,0.006,
16231110,JAMAICA,Queens,11435,408,Jamaica,05/11/2016,2016,05/13/2016,0.000,0.000,,0.132,0.012,
16230172,JAMAICA,Queens,11435,408,Jamaica,05/30/2016,2016,06/01/2016,0.000,0.000,,0.283,0.115,
16230651,JAMAICA,Queens,11435,408,Jamaica,06/03/2016,2016,06/10/2016,0.000,0.000,,0.050,0.026,
16232627,JAMAICA,Queens,11435,408,Jamaica,07/18/2016,2016,07/25/2016,0.000,0.000,,0.061,0.027,
16233381,JAMAICA,Queens,11435,408,Jamaica,07/23/2016,2016,07/29/2016,0.000,0.000,,0.037,0.005,
16234281,JAMAICA,Queens,11435,408,Jamaica,09/23/2016,2016,09/30/2016,0.000,0.000,,0.163,0.133,
16235314,JAMAICA,Queens,11435,408,Jamaica,10/19/2016,2016,10/26/2016,0.000,0.000,,0.054,0.028,
16235779,JAMAICA,Queens,11435,408,Jamaica,11/08/2016,2016,11/22/2016,0.000,0.000,,0.089,0.061,
16236452,JAMAICA,Queens,11435,408,Jamaica,12/23/2016,2016,12/30/2016,0.000,0.000,,0.024,0.028,
16236622,JAMAICA,Queens,11435,408,Jamaica,01/06/2017,2017,01/17/2017,0.000,0.000,,0.038,0.012,
17237124,JAMAICA,Queens,11435,408,Jamaica,01/21/2017,2017,01/27/2017,0.000,0.000,,0.018,0.003,
17238047,JAMAICA,Queens,11435,408,Jamaica,02/14/2017,2017,02/16/2017,0.000,0.000,,0.032,0.016,
17238112,JAMAICA,Queens,11435,408,Jamaica,02/14/2017,2017,02/21/2017,0.000,0.000,,0.180,0.102,
17238085,JAMAICA,Queens,11435,408,Jamaica,02/16/2017,2017,02/24/2017,0.000,0.000,,0.010,0.007,
17239106,JAMAICA,Queens,11435,408,Jamaica,02/23/2017,2017,03/01/2017,0.000,0.000,,0.043,0.008,
17239105,JAMAICA,Queens,11435,408,Jamaica,03/03/2017,2017,03/09/2017,0.000,0.000,,0.167,0.013,
17240758,JAMAICA,Queens,11435,408,Jamaica,04/27/2017,2017,05/04/2017,0.000,0.000,,0.030,0.008,
17240461,JAMAICA,Queens,11435,408,Jamaica,05/29/2017,2017,06/01/2017,0.000,0.000,,0.136,0.092,
17242964,JAMAICA,Queens,11435,408,Jamaica,06/25/2017,2017,07/05/2017,0.000,0.000,,0.118,0.042,
17243013,JAMAICA,Queens,11435,408,Jamaica,06/26/2017,2017,06/30/2017,0.000,0.000,,2.747,0.195,
17343284,JAMAICA,Queens,11435,408,Jamaica,08/02/2017,2017,08/08/2017,0.000,0.000,0.000,0.174,0.170,0.053
17242876,JAMAICA,Queens,11435,408,Jamaica,08/15/2017,2017,08/25/2017,0.000,0.000,,0.017,0.009,
17243075,JAMAICA,Queens,11435,408,Jamaica,12/18/2017,2017,12/27/2017,0.000,0.000,,0.113,0.054,
18253935,JAMAICA,Queens,11435,408,Jamaica,10/22/2018,2018,10/31/2018,0.000,0.000,,0.133,0.021,
18251619,JAMAICA,Queens,11435,408,Jamaica,08/28/2018,2018,08/31/2018,0.000,0.000,,0.097,0.075,
18254768,JAMAICA,Queens,11435,408,Jamaica,10/27/2018,2018,10/29/2018,0.000,0.000,,0.082,0.025,
18250178,JAMAICA,Queens,11435,408,Jamaica,06/26/2018,2018,06/27/2018,0.000,0.000,,0.159,0.025,
18250613,JAMAICA,Queens,11435,408,Jamaica,07/19/2018,2018,07/20/2018,0.000,0.000,,0.160,0.027,
18353912,JAMAICA,Queens,11435,408,Jamaica,10/14/2018,2018,10/16/2018,0.000,0.000,0.000,0.050,0.011,0.010
18249984,JAMAICA,Queens,11435,408,Jamaica,06/06/2018,2018,06/07/2018,0.000,0.000,,0.020,0.010,
18254099,JAMAICA,Queens,11435,408,Jamaica,10/21/2018,2018,10/23/2018,0.000,0.000,,0.223,0.026,
18254927,JAMAICA,Queens,11435,408,Jamaica,11/05/2018,2018,11/07/2018,0.000,0.000,,0.197,0.011,
18253817,JAMAICA,Queens,11435,408,Jamaica,10/08/2018,2018,10/17/2018,0.000,0.000,,0.114,0.039,
18247582,JAMAICA,Queens,11435,408,Jamaica,03/14/2018,2018,03/23/2018,0.000,0.000,,0.028,0.016,
18247399,JAMAICA,Queens,11435,408,Jamaica,02/25/2018,2018,02/27/2018,0.000,0.000,,0.108,0.025,
19266195,QUEENS,Queens,11435,408,Jamaica,12/07/2019,2019,12/12/2019,0.000,0.000,,0.215,0.026,
19265957,QUEENS,Queens,11435,408,Jamaica,12/07/2019,2019,12/09/2019,0.000,0.000,,0.237,0.141,
19265438,QUEENS,Queens,11435,408,Jamaica,11/08/2019,2019,11/12/2019,0.000,0.000,,0.108,0.016,
19264450,QUEENS,Queens,11435,408,Jamaica,11/04/2019,2019,11/07/2019,0.000,0.000,,0.028,0.019,
19264029,QUEENS,Queens,11435,408,Jamaica,10/01/2019,2019,10/29/2019,0.000,0.000,,0.044,0.030,
19264098,QUEENS,Queens,11435,408,Jamaica,10/05/2019,2019,10/08/2019,0.000,0.000,,0.140,0.064,
19263197,QUEENS,Queens,11435,408,Jamaica,10/05/2019,2019,10/08/2019,0.000,0.000,,0.021,0.011,
19263035,QUEENS,Queens,11435,408,Jamaica,09/04/2019,2019,09/06/2019,0.000,0.000,,0.035,0.019,
17243539,QUEENS,Queens,11435,408,Jamaica,07/29/2019,2019,09/04/2019,0.000,0.000,,0.040,0.039,
19258308,QUEENS,Queens,11435,408,Jamaica,03/15/2019,2019,03/18/2019,0.000,0.000,,0.080,0.015,
19257586,QUEENS,Queens,11435,408,Jamaica,02/20/2019,2019,02/25/2019,0.000,0.000,,0.008,0.015,
19266899,Queens,Queens,11435,408,Jamaica,01/02/2020,2020,01/07/2020,0.000,0.000,,0.067,0.024,
20266982,Queens,Queens,11435,408,Jamaica,01/05/2020,2020,01/08/2020,0.000,0.000,,0.197,0.067,
20267086,Queens,Queens,11435,408,Jamaica,01/10/2020,2020,01/14/2020,0.000,0.000,,0.058,0.006,
20267894,Queens,Queens,11435,408,Jamaica,02/04/2020,2020,02/06/2020,0.000,0.000,,0.270,0.208,
20268044,Queens,Queens,11435,408,Jamaica,03/11/2020,2020,04/01/2020,0.000,0.000,,0.176,0.134,
20268088,Queens,Queens,11435,408,Jamaica,03/02/2020,2020,03/03/2020,0.000,0.000,,0.049,0.007,
20268631,Queens,Queens,11435,408,Jamaica,02/25/2020,2020,02/26/2020,0.000,0.000,,0.229,0.047,
20269402,Queens,Queens,11435,408,Jamaica,06/05/2020,2020,06/12/2020,0.000,0.000,,0.148,0.032,
20269537,Queens,Queens,11435,408,Jamaica,04/12/2020,2020,04/24/2020,0.000,0.000,,0.021,0.019,
