Kit ID,Borough,Borough_broad,Zipcode,Date Collected,Year Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
16231096,BRONX,Bronx,10475,05/07/2016,2016,05/11/2016,0,0,,0.081,0.01,
16228738,BRONX,Bronx,10453,05/08/2016,2016,05/16/2016,0,0,,0.138,0.014,
16231249,BRONX,Bronx,10475,05/08/2016,2016,05/11/2016,0,0,,0.019,0.019,
16231256,BRONX,Bronx,10475,05/09/2016,2016,05/11/2016,0.002,0,,0.091,0.016,
16231111,BRONX,Bronx,10475,05/10/2016,2016,05/12/2016,0,0,,0.073,0.021,
16231097,BRONX,Bronx,10475,05/11/2016,2016,05/16/2016,0,0,,0.061,0.013,
16231420,BRONX,Bronx,10475,05/12/2016,2016,05/17/2016,0,0,,0.027,0.006,
16226009,BRONX,Bronx,10458,05/12/2016,2016,05/17/2016,0,0,,0.014,0.007,
16228116,BRONX,Bronx,10472,05/12/2016,2016,05/17/2016,0,0,,0.054,0.024,
16231059,BRONX,Bronx,10475,05/12/2016,2016,05/17/2016,0,0,,0.12,0.033,
16225122,BRONX,Bronx,10467,05/13/2016,2016,05/17/2016,0.003,0,,0.147,0.009,
16227833,BRONX,Bronx,10451,05/13/2016,2016,05/26/2016,0,0,,0.05,0.104,
16228370,BRONX,Bronx,10458,05/13/2016,2016,05/17/2016,0.004,0,,0.049,0.007,
16227662,BRONX,Bronx,10467,05/14/2016,2016,05/17/2016,0,0,,0.12,0.009,
16228771,BRONX,Bronx,10470,05/14/2016,2016,05/20/2016,0.003,0,,0.143,0.04,
16231247,BRONX,Bronx,10475,05/15/2016,2016,05/19/2016,0,0,,0.092,0.064,
16231433,BRONX,Bronx,10475,05/15/2016,2016,05/20/2016,0.002,0,,0.107,0.013,
16230830,BRONX,Bronx,10454,05/15/2016,2016,05/20/2016,0,0,,0.14,0.015,
16226347,BRONX,Bronx,10461,05/15/2016,2016,05/23/2016,0.001,0,,0.101,0.021,
16231450,BRONX,Bronx,10451,05/16/2016,2016,05/23/2016,0,0,,0.015,0.067,
16231442,BRONX,Bronx,10475,05/16/2016,2016,05/17/2016,0,0,,0.077,0.012,
16231514,BRONX,Bronx,10475,05/17/2016,2016,05/20/2016,0,0,,0.157,0.092,
16231159,BRONX,Bronx,10475,05/17/2016,2016,05/20/2016,0,0,,0.065,0.046,
16231563,BRONX,Bronx,10463,05/17/2016,2016,05/20/2016,0,0,,0.067,0.014,
16230931,BRONX,Bronx,10475,05/18/2016,2016,05/20/2016,0,0,,0.056,0.014,
16231013,BRONX,Bronx,10473,05/21/2016,2016,05/27/2016,0,0,,0.194,0.049,
16230930,BRONX,Bronx,10462,05/21/2016,2016,05/23/2016,0,0,,0.128,0.121,
16231279,BRONX,Bronx,10475,05/22/2016,2016,05/25/2016,0,0,,0.072,0.012,
15224102,BRONX,Bronx,10463,05/22/2016,2016,05/27/2016,0,0,,0.137,0.018,
16231708,BRONX,Bronx,10475,05/23/2016,2016,05/27/2016,0,0,,0.117,0.015,
16231570,BRONX,Bronx,10462,05/24/2016,2016,05/27/2016,0,0,,0.048,0.041,
16231422,BRONX,Bronx,10466,05/24/2016,2016,05/27/2016,0,0,,0.056,0.039,
16231204,BRONX,Bronx,10475,05/25/2016,2016,05/31/2016,0,0,,0.067,0.019,
16229863,BRONX,Bronx,10463,05/26/2016,2016,05/31/2016,0,0,,0.041,0.021,
16231079,BRONX,Bronx,10475,05/26/2016,2016,06/03/2016,0,0,,0.13,0.042,
16229569,BRONX,Bronx,10466,05/27/2016,2016,05/31/2016,0,0,,0.015,0.023,
16229571,BRONX,Bronx,10466,05/27/2016,2016,05/31/2016,0,0,,0.033,0.007,
16231083,BRONX,Bronx,10475,06/01/2016,2016,06/09/2016,0.001,0,,0.082,0.019,
16225115,BRONX,Bronx,10463,06/01/2016,2016,06/06/2016,0,0,,0.087,0.036,
16231843,BRONX,Bronx,10475,06/06/2016,2016,06/09/2016,0,0,,0.101,0.01,
16231928,BRONX,Bronx,10465,06/06/2016,2016,06/09/2016,0,0,,0.189,0.011,
16227823,BRONX,Bronx,10451,06/06/2016,2016,06/09/2016,0,0,,0.017,0.011,
16232037,BRONX,Bronx,10466,06/08/2016,2016,06/14/2016,0,0,,0.138,0.018,
16231638,BRONX,Bronx,10475,06/08/2016,2016,06/13/2016,0,0,,0.054,0.016,
16232027,BRONX,Bronx,10475,06/09/2016,2016,06/14/2016,0,0,,0.046,0.01,
16232109,BRONX,Bronx,10462,06/09/2016,2016,06/16/2016,0,0,,0.06,0.027,
16329224,BRONX,Bronx,10467,06/10/2016,2016,06/14/2016,0.005,0,,0.145,0.025,
16231090,BRONX,Bronx,10475,06/10/2016,2016,06/17/2016,0,0,,0.091,0.018,
16232202,BRONX,Bronx,10454,06/13/2016,2016,06/16/2016,0,0,,0.024,0.025,
16232244,BRONX,Bronx,10456,06/19/2016,2016,07/01/2016,0,0,,0.033,0.005,
16228392,BRONX,Bronx,10452,06/21/2016,2016,06/27/2016,0.002,0,,0.083,0.024,
16232389,BRONX,Bronx,10465,06/22/2016,2016,06/27/2016,0.003,0,,0.164,0.134,
16226950,BRONX,Bronx,10460,06/22/2016,2016,06/30/2016,0,0,,0.088,0.01,
16232383,BRONX,Bronx,10463,06/22/2016,2016,06/27/2016,0,0,,0.109,0.069,
16232198,BRONX,Bronx,10458,06/27/2016,2016,07/06/2016,0,0,,0.01,0.02,
16232418,BRONX,Bronx,10456,06/30/2016,2016,07/06/2016,0,0,,0.099,0.039,
16231078,BRONX,Bronx,10475,06/30/2016,2016,07/06/2016,0,0,,0.082,0.012,
16232606,BRONX,Bronx,10458,07/01/2016,2016,07/06/2016,0,0,,0.053,0.009,
16232498,BRONX,Bronx,10462,07/03/2016,2016,07/12/2016,0,0,,0.043,0.017,
16232711,BRONX,Bronx,10471,07/07/2016,2016,07/12/2016,0,0,,0.063,0.062,
16232669,BRONX,Bronx,10457,07/07/2016,2016,07/13/2016,0.001,0,,0.063,0.019,
16232042,BRONX,Bronx,10473,07/11/2016,2016,07/22/2016,0.003,0,,0.194,0.079,
16232605,BRONX,Bronx,10467,07/11/2016,2016,07/15/2016,0,0,,0.092,0.03,
16231557,BRONX,Bronx,10475,07/11/2016,2016,07/15/2016,0,0,,0.093,0.031,
16226206,BRONX,Bronx,10466,07/15/2016,2016,07/22/2016,0.001,0,,0.203,0.112,
16232883,BRONX,Bronx,10463,07/15/2016,2016,07/25/2016,0,0,,0.129,0.041,
16232933,BRONX,Bronx,10466,07/15/2016,2016,07/22/2016,0,0,,0.021,0.086,
16233099,BRONX,Bronx,10457,07/20/2016,2016,07/26/2016,0.001,0,,0.074,0.026,
15223931,BRONX,Bronx,10457,07/20/2016,2016,07/25/2016,0,0,,0.055,0.02,
16232925,BRONX,Bronx,10463,07/20/2016,2016,07/25/2016,0,0,,0.156,0.027,
16232551,BRONX,Bronx,10463,07/21/2016,2016,07/26/2016,0,0,,0.097,0.105,
16233235,BRONX,Bronx,10471,07/22/2016,2016,07/29/2016,0,0,,0.092,0.092,
16233378,BRONX,Bronx,10466,07/22/2016,2016,07/26/2016,0,0,,0.102,0.042,
16233342,BRONX,Bronx,10468,07/22/2016,2016,08/03/2016,0,0,,0.015,0.011,
16233257,BRONX,Bronx,10468,07/22/2016,2016,07/26/2016,0.002,0,,0.052,0.006,
16233579,BRONX,Bronx,10473,07/25/2016,2016,08/05/2016,0,0,,0.134,0.102,
16231348,BRONX,Bronx,10467,07/26/2016,2016,08/01/2016,0,0,,0.078,0.019,
16230765,BRONX,Bronx,10475,07/26/2016,2016,08/08/2016,0.009,0,,0.231,0.015,
16233436,BRONX,Bronx,10455,07/28/2016,2016,08/01/2016,0.002,0,,0.087,0.01,
16232926,BRONX,Bronx,10458,07/28/2016,2016,08/01/2016,0.002,0,,0.132,0.033,
16233438,BRONX,Bronx,10453,07/28/2016,2016,08/01/2016,0,0,,0.116,0.118,
16233388,BRONX,Bronx,10474,07/29/2016,2016,08/01/2016,,0,,,0.009,
16229335,BRONX,Bronx,10462,07/31/2016,2016,08/04/2016,0,0,,0.045,0.012,
16233164,BRONX,Bronx,10453,08/01/2016,2016,08/05/2016,0,0,,0.069,0.012,
16232857,BRONX,Bronx,10468,08/01/2016,2016,08/08/2016,0.004,0,,0.089,0.028,
16233391,BRONX,Bronx,10463,08/02/2016,2016,08/05/2016,0,0,,0.039,0.029,
16232936,BRONX,Bronx,10469,08/02/2016,2016,08/05/2016,0,0,,0.108,0.059,
16233339,BRONX,Bronx,10463,08/02/2016,2016,08/05/2016,0,0,,0.067,0.021,
16234083,BRONX,Bronx,10462,08/05/2016,2016,08/08/2016,0,0,,0.16,0.04,
16233746,BRONX,Bronx,10463,08/05/2016,2016,08/16/2016,0,0,,0.048,0.029,
16233167,BRONX,Bronx,10453,08/07/2016,2016,08/12/2016,0.009,0,,0.274,0.119,
16232834,BRONX,Bronx,10475,08/08/2016,2016,08/16/2016,0,0,,0.12,0.115,
16234057,BRONX,Bronx,10467,08/09/2016,2016,08/10/2016,0,0,,0.148,0.039,
16234101,BRONX,Bronx,10469,08/09/2016,2016,08/16/2016,0,0,,0.143,0.119,
16234007,BRONX,Bronx,10467,08/13/2016,2016,08/19/2016,0,0,,0.11,0.014,
16234088,BRONX,Bronx,10463,08/13/2016,2016,08/22/2016,0,0,,0.073,0.043,
16232896,BRONX,Bronx,10467,08/14/2016,2016,08/18/2016,0,0,,0.116,0.022,
16234239,BRONX,Bronx,10460,08/15/2016,2016,08/22/2016,0,0,,0.059,0.01,
16231373,BRONX,Bronx,10453,08/16/2016,2016,08/19/2016,0,0,,0.055,0.008,
16234228,BRONX,Bronx,10462,08/17/2016,2016,08/22/2016,0,0,,0.042,0.024,
16233995,BRONX,Bronx,10466,08/18/2016,2016,08/22/2016,0,0,,0.062,0.049,
16233531,BRONX,Bronx,10462,08/19/2016,2016,08/22/2016,0,0,,0.076,0.029,
16234413,BRONX,Bronx,10458,08/22/2016,2016,08/26/2016,0,0,,0.044,0.078,
16234328,BRONX,Bronx,10469,08/27/2016,2016,08/29/2016,0,0,,0.097,0.079,
16234566,BRONX,Bronx,10463,08/28/2016,2016,09/02/2016,0,0,,0.024,0.01,
16234124,BRONX,Bronx,10461,08/30/2016,2016,09/06/2016,0,0,,0.063,0.015,
16227796,BRONX,Bronx,10460,08/31/2016,2016,09/06/2016,0,0,,0.183,0.019,
16234583,BRONX,Bronx,10462,09/01/2016,2016,09/06/2016,0.001,0,,0.01,0.009,
16234601,BRONX,Bronx,10464,09/04/2016,2016,09/09/2016,0.002,0,,0.104,0.109,
16234489,BRONX,Bronx,10467,09/05/2016,2016,09/12/2016,0,0,,0.131,0.09,
16234661,BRONX,Bronx,10458,09/07/2016,2016,09/12/2016,0,0,,0.14,0.029,
16234741,BRONX,Bronx,10467,09/08/2016,2016,09/12/2016,0,0,,0.164,0.012,
16234910,BRONX,Bronx,10473,09/13/2016,2016,09/19/2016,0,0,,0.094,0.039,
16234722,BRONX,Bronx,10459,09/13/2016,2016,09/15/2016,0,0,,0.274,0.012,
16233704,BRONX,Bronx,10458,09/14/2016,2016,09/19/2016,0,0,,0.226,0.059,
16232878,BRONX,Bronx,10468,09/15/2016,2016,09/26/2016,0,0,,0.19,0.017,
16234952,BRONX,Bronx,10457,09/16/2016,2016,09/19/2016,0,0,,0.015,0.016,
16234205,BRONX,Bronx,10452,09/22/2016,2016,09/26/2016,0,0,,0.238,0.051,
16234668,BRONX,Bronx,10471,09/25/2016,2016,09/30/2016,0,0,,0.131,0.109,
16234901,BRONX,Bronx,10461,09/28/2016,2016,10/11/2016,0,0,,0.188,0.024,
16235252,BRONX,Bronx,10471,09/30/2016,2016,10/03/2016,0.002,0,,0.292,0.011,
16231141,BRONX,Bronx,10475,10/03/2016,2016,10/11/2016,0,0,,0.064,0.013,
16235338,BRONX,Bronx,10452,10/05/2016,2016,10/13/2016,0.001,0,,0.072,0.021,
16235330,BRONX,Bronx,10465,10/08/2016,2016,10/13/2016,0,0,,0.128,0.047,
16234447,BRONX,Bronx,10463,10/08/2016,2016,10/17/2016,0,0,,0.135,0.064,
16235285,BRONX,Bronx,10457,10/14/2016,2016,10/21/2016,0,0,,0.072,0.008,
16235495,BRONX,Bronx,10474,10/15/2016,2016,10/24/2016,0,0,,0.016,0.044,
16235160,BRONX,Bronx,10456,10/15/2016,2016,10/20/2016,0,0,,0.083,0.01,
16235516,BRONX,Bronx,10462,10/18/2016,2016,10/20/2016,0.001,0,,0.136,0.114,
16235431,BRONX,Bronx,10452,10/18/2016,2016,10/20/2016,0,0,,0.153,0.083,
16235524,BRONX,Bronx,10467,10/19/2016,2016,10/24/2016,0,0,,0.161,0.121,
16235508,BRONX,Bronx,10472,10/22/2016,2016,10/27/2016,0,0,,0.084,0.049,
16235541,BRONX,Bronx,10453,10/27/2016,2016,10/31/2016,0,0,,0.046,0.059,
16235478,BRONX,Bronx,10461,10/30/2016,2016,11/03/2016,0.002,0,,0.307,0.132,
16235621,BRONX,Bronx,10456,10/31/2016,2016,11/07/2016,0,0,,0.01,0.018,
16235680,BRONX,Bronx,10461,11/04/2016,2016,11/16/2016,0,0,,0.023,0.013,
16235837,BRONX,Bronx,10469,11/05/2016,2016,11/16/2016,0,0,,0.099,0.052,
16235722,BRONX,Bronx,10467,11/05/2016,2016,11/14/2016,0,0,,0.167,0.085,
16235789,BRONX,Bronx,10461,11/11/2016,2016,11/22/2016,0,0,,0.097,0.121,
16235865,BRONX,Bronx,10455,11/14/2016,2016,11/18/2016,0,0,,0.064,0.048,
16236037,BRONX,Bronx,10466,11/17/2016,2016,11/22/2016,0,0,,0.052,0.022,
16235260,BRONX,Bronx,10469,11/18/2016,2016,11/22/2016,0,0,,0.194,0.032,
16234744,BRONX,Bronx,10465,11/18/2016,2016,11/22/2016,0.001,0,,0.148,0.024,
16235619,BRONX,Bronx,10452,11/20/2016,2016,11/28/2016,0,0,,0.016,0.009,
16235834,BRONX,Bronx,10463,11/21/2016,2016,11/23/2016,0,0,,0.021,0.007,
16236023,BRONX,Bronx,10458,11/25/2016,2016,12/01/2016,0.002,0,,0.218,0.021,
16235716,BRONX,Bronx,10456,11/28/2016,2016,12/09/2016,0,0,,0.032,0.033,
16236309,BRONX,Bronx,10463,12/03/2016,2016,12/09/2016,0,0,,0.304,0.015,
16232121,BRONX,Bronx,10461,12/04/2016,2016,12/14/2016,0,0,,0.1,0.035,
16236298,BRONX,Bronx,10457,12/05/2016,2016,12/13/2016,0,0,,0.016,0.012,
16236219,BRONX,Bronx,10462,12/05/2016,2016,12/13/2016,0.001,0,,0.224,0.025,
16236341,BRONX,Bronx,10457,12/07/2016,2016,12/09/2016,0,0,,0.131,0.034,
16236252,Bronx,Bronx,10463,12/12/2016,2016,12/20/2016,0,0,,0.124,0.055,
16236491,BRONX,Bronx,10452,12/19/2016,2016,12/27/2016,0,0,,0.04,0.01,
16236563,BRONX,Bronx,10475,12/19/2016,2016,12/22/2016,0,0,,0.12,0.035,
16236587,BRONX,Bronx,10468,12/23/2016,2016,12/27/2016,0,0,,0.109,0.009,
16236130,BRONX,Bronx,10453,12/29/2016,2016,01/04/2017,0,0,,0.206,0.066,
16235576,BRONX,Bronx,10470,01/07/2017,2017,01/11/2017,0.001,0,,0.072,0.008,
16236784,BRONX,Bronx,10451,01/08/2017,2017,01/11/2017,0,0,,0.052,0.024,
17236880,BRONX,Bronx,10459,01/10/2017,2017,01/19/2017,0,0,,0.07,0.013,
16236189,BRONX,Bronx,10453,01/10/2017,2017,01/13/2017,0,0,,0.035,0.042,
17236879,BRONX,Bronx,10469,01/16/2017,2017,01/25/2017,0,0,,0.167,0.015,
16236179,BRONX,Bronx,10463,01/18/2017,2017,01/27/2017,0.002,0,,0.236,0.09,
17237052,BRONX,Bronx,10468,01/18/2017,2017,02/01/2017,0,0,,0.081,0.01,
17237149,BRONX,Bronx,10465,01/20/2017,2017,01/27/2017,0,0,,0.192,0.035,
17236933,BRONX,Bronx,10458,01/21/2017,2017,01/27/2017,0,0,,0.091,0.019,
17237069,BRONX,Bronx,10471,01/23/2017,2017,01/27/2017,0,0,,0.259,0.095,
17237310,BRONX,Bronx,10474,01/24/2017,2017,01/27/2017,0,0,,0.038,0.026,
17237279,BRONX,Bronx,10453,01/26/2017,2017,01/30/2017,0,0,,0.031,0.084,
17237311,BRONX,Bronx,10458,01/31/2017,2017,02/06/2017,0,0,,0.175,0.109,
17237444,BRONX,Bronx,10460,01/31/2017,2017,02/06/2017,0,0,,0.137,0.033,
16229600,BRONX,Bronx,10456,02/06/2017,2017,02/08/2017,0,0,,0.052,0.011,
17237742,BRONX,Bronx,10466,02/10/2017,2017,02/15/2017,0,0,,0.177,0.105,
17238096,BRONX,Bronx,10451,02/12/2017,2017,02/16/2017,0,0,,0.169,0.017,
17238061,BRONX,Bronx,10471,02/13/2017,2017,02/17/2017,0,0,,0.144,0.016,
17237507,BRONX,Bronx,10452,02/13/2017,2017,02/24/2017,0,0,,0.125,0.053,
17238068,BRONX,Bronx,10465,02/14/2017,2017,02/23/2017,0,0,,0.262,0.018,
16229086,BRONX,Bronx,10471,02/14/2017,2017,02/17/2017,0,0,,0.071,0.025,
17238141,BRONX,Bronx,10465,02/14/2017,2017,02/21/2017,0,0,,0.112,0.098,
17237558,BRONX,Bronx,10462,02/15/2017,2017,02/27/2017,0,0,,0.15,0.083,
16226510,BRONX,Bronx,10451,02/16/2017,2017,02/23/2017,0,0,,0.206,0.173,
17238339,BRONX,Bronx,10461,02/16/2017,2017,02/23/2017,0,0,,0.151,0.044,
17238389,BRONX,Bronx,10463,02/17/2017,2017,02/21/2017,0,0,,0.092,0.016,
17238158,BRONX,Bronx,10471,02/20/2017,2017,02/27/2017,0,0,,0.043,0.013,
16234930,BRONX,Bronx,10470,02/21/2017,2017,03/01/2017,0,0,,0.261,0.031,
17237219,BRONX,Bronx,10457,02/22/2017,2017,03/03/2017,0,0,,0.243,0.058,
17236935,Bronx,Bronx,10467,02/23/2017,2017,02/27/2017,0,0,,0.011,0.016,
17239070,BRONX,Bronx,10458,02/24/2017,2017,02/27/2017,0,0,,0.051,0.021,
17239013,BRONX,Bronx,10461,02/24/2017,2017,03/01/2017,0,0,,0.17,0.111,
17239200,BRONX,Bronx,10475,02/24/2017,2017,03/01/2017,0.002,0,,0.086,0.02,
17239097,BRONX,Bronx,10460,02/26/2017,2017,03/01/2017,0,0,,0.06,0.016,
17239016,BRONX,Bronx,10462,02/28/2017,2017,03/10/2017,0,0,,0.003,0.015,
17239231,BRONX,Bronx,10463,03/01/2017,2017,03/10/2017,0,0,,0.181,0.027,
17239159,BRONX,Bronx,10468,03/02/2017,2017,03/06/2017,0.001,0,,0.07,0.01,
17239331,BRONX,Bronx,10464,03/06/2017,2017,03/10/2017,0,0,,0.057,0.011,
17239411,BRONX,Bronx,10462,03/06/2017,2017,03/09/2017,0,0,,0.064,0.017,
17239325,BRONX,Bronx,10468,03/06/2017,2017,03/10/2017,0,0,,0.006,0.01,
17239471,BRONX,Bronx,10468,03/06/2017,2017,03/10/2017,0.002,0,,0.107,0.009,
17237365,BRONX,Bronx,10468,03/08/2017,2017,03/15/2017,0,0,,0.091,0.014,
17239374,BRONX,Bronx,10463,03/08/2017,2017,03/15/2017,0,0,,0.083,0.021,
17237449,BRONX,Bronx,10475,03/10/2017,2017,03/21/2017,0,0,,0.189,0.024,
17239612,BRONX,Bronx,10463,03/11/2017,2017,03/21/2017,0,0,,0.146,0.059,
17239321,BRONX,Bronx,10466,03/13/2017,2017,03/21/2017,0,0,,0.079,0.02,
17238972,BRONX,Bronx,10467,03/15/2017,2017,03/24/2017,0,0,,0.071,0.037,
17239771,BRONX,Bronx,10461,03/18/2017,2017,03/28/2017,0.001,0,,0.202,0.021,
17239873,BRONX,Bronx,10467,03/18/2017,2017,03/24/2017,0,0,,0.069,0.036,
17239848,BRONX,Bronx,10462,03/19/2017,2017,03/29/2017,0,0,,0.208,0.078,
17239894,BRONX,Bronx,10452,03/20/2017,2017,03/24/2017,0,0,,0.094,0.012,
17239133,BRONX,Bronx,10452,03/23/2017,2017,03/31/2017,0.002,0,,0.134,0.12,
17240055,BRONX,Bronx,10461,03/23/2017,2017,03/31/2017,0.007,0,,0.202,0.064,
17239909,BRONX,Bronx,10458,03/23/2017,2017,03/29/2017,0,0,,0.071,0.01,
17239950,BRONX,Bronx,10465,03/26/2017,2017,04/04/2017,0,0,,0.075,0.009,
17240127,BRONX,Bronx,10462,03/26/2017,2017,03/31/2017,0,0,,0.103,0.047,
17239779,BRONX,Bronx,10463,03/26/2017,2017,03/31/2017,0,0,,0.09,0.025,
17240147,BRONX,Bronx,10471,03/27/2017,2017,03/28/2017,0,0,,0.081,0.024,
17238412,BRONX,Bronx,10467,03/28/2017,2017,04/04/2017,0,0,,0.204,0.172,
17237585,BRONX,Bronx,10461,04/01/2017,2017,04/11/2017,0,0,,0.204,0.063,
17239670,BRONX,Bronx,10473,04/01/2017,2017,04/11/2017,0,0,,0.158,0.017,
16231126,BRONX,Bronx,10465,04/01/2017,2017,04/05/2017,0,0,,0.116,0.119,
17239203,BRONX,Bronx,10461,04/04/2017,2017,04/07/2017,0,0,,0.34,0.037,
17239542,BRONX,Bronx,10467,04/05/2017,2017,04/07/2017,0,0,,0.071,0.039,
17239717,BRONX,Bronx,10459,04/07/2017,2017,04/11/2017,0,0,,0.02,0.014,
17240510,BRONX,Bronx,10473,04/08/2017,2017,04/11/2017,0,0,,0.031,0.027,
17240273,BRONX,Bronx,10471,04/08/2017,2017,04/11/2017,0,0,,0.132,0.068,
17240485,BRONX,Bronx,10453,04/12/2017,2017,04/14/2017,0,0,,0.025,0.011,
17239361,BRONX,Bronx,10475,04/13/2017,2017,04/17/2017,0,0,,0.091,0.055,
17240621,BRONX,Bronx,10460,04/15/2017,2017,04/20/2017,0,0,,0.083,0.013,
17238858,BRONX,Bronx,10457,04/15/2017,2017,04/17/2017,0,0,,0.12,0.009,
17240558,BRONX,Bronx,10474,04/15/2017,2017,04/21/2017,0,0,,0.131,0.011,
17240437,BRONX,Bronx,10467,04/16/2017,2017,04/25/2017,0,0,,0.056,0.012,
17239840,BRONX,Bronx,10461,04/16/2017,2017,04/20/2017,0.002,0,,0.212,0.035,
17240557,BRONX,Bronx,10452,04/20/2017,2017,04/27/2017,0.001,0,,0.049,0.01,
17240822,BRONX,Bronx,10457,04/23/2017,2017,04/27/2017,0,0,,0.08,0.055,
17240095,BRONX,Bronx,10451,04/24/2017,2017,04/27/2017,0,0,,0.163,0.043,
17239746,BRONX,Bronx,10469,04/24/2017,2017,05/05/2017,0,0,,0.186,0.178,
16235695,BRONX,Bronx,10451,04/24/2017,2017,05/03/2017,0,0,,0.204,0.02,
17240663,BRONX,Bronx,10463,04/25/2017,2017,05/01/2017,0,0,,0.038,0.015,
17240847,BRONX,Bronx,10459,04/25/2017,2017,05/01/2017,0,0,,0.135,0.01,
17240019,BRONX,Bronx,10451,04/28/2017,2017,05/05/2017,0,0,,0.106,0.037,
17240635,BRONX,Bronx,10469,04/29/2017,2017,05/01/2017,0,0,,0.171,0.095,
17240679,BRONX,Bronx,10452,04/30/2017,2017,05/05/2017,0,0,,0.124,0.031,
17241045,BRONX,Bronx,10472,05/02/2017,2017,05/04/2017,0,0,,0.025,0.017,
17239066,BRONX,Bronx,10457,05/02/2017,2017,05/04/2017,0,0,,0.134,0.103,
17239969,BRONX,Bronx,10455,05/03/2017,2017,05/11/2017,0,0,,0.102,0.17,
17241050,BRONX,Bronx,10456,05/04/2017,2017,05/11/2017,0,0,,0.018,0.01,
17340866,BRONX,Bronx,10467,05/06/2017,2017,05/11/2017,0.003,0,0,0.218,0.122,0.027
17241175,BRONX,Bronx,10453,05/08/2017,2017,05/19/2017,0,0,,0.103,0.012,
17241259,BRONX,Bronx,10462,05/08/2017,2017,05/11/2017,0,0,,0.137,0.028,
17240980,BRONX,Bronx,10463,05/08/2017,2017,05/15/2017,0,0,,0.172,0.026,
17241254,BRONX,Bronx,10466,05/09/2017,2017,05/12/2017,0,0,,0.07,0.069,
17241106,BRONX,Bronx,10457,05/10/2017,2017,05/12/2017,0,0,,0.029,0.007,
16228268,BRONX,Bronx,10475,05/11/2017,2017,05/17/2017,0,0,,0.059,0.01,
17241326,BRONX,Bronx,10472,05/11/2017,2017,05/17/2017,0,0,,0.099,0.013,
17241385,BRONX,Bronx,10457,05/12/2017,2017,05/23/2017,0,0,,0.055,0.01,
17241314,BRONX,Bronx,10473,05/14/2017,2017,05/19/2017,0,0,,0.174,0.027,
17241450,BRONX,Bronx,10462,05/15/2017,2017,05/22/2017,0,0,,0.157,0.079,
17241409,BRONX,Bronx,10475,05/17/2017,2017,05/23/2017,0,0,,0.087,0.019,
17241153,BRONX,Bronx,10463,05/18/2017,2017,05/26/2017,0,0,,0.066,0.016,
17241065,BRONX,Bronx,10462,05/18/2017,2017,05/26/2017,0,0,,0.047,0.018,
17241317,BRONX,Bronx,10472,05/18/2017,2017,05/24/2017,0,0,,0.017,0.01,
16233609,BRONX,Bronx,10474,05/19/2017,2017,05/24/2017,0,0,,0.067,0.02,
17241288,BRONX,Bronx,10475,05/23/2017,2017,05/30/2017,0.001,0,,0.101,0.01,
17241598,BRONX,Bronx,10459,05/24/2017,2017,05/30/2017,0,0,,0.078,0.014,
17241683,BRONX,Bronx,10470,05/25/2017,2017,05/30/2017,0.004,0,,0.142,0.018,
17241289,BRONX,Bronx,10456,05/26/2017,2017,06/01/2017,0.001,0,,0.233,0.14,
17240466,BRONX,Bronx,10471,05/29/2017,2017,06/09/2017,0,0,,0.05,0.02,
17240477,BRONX,Bronx,10456,05/30/2017,2017,06/02/2017,0,0,,0.028,0.011,
17239366,BRONX,Bronx,10467,06/02/2017,2017,06/09/2017,0,0,,0.052,0.028,
17241595,BRONX,Bronx,10475,06/06/2017,2017,06/09/2017,0,0,,0.124,0.04,
17241635,BRONX,Bronx,10456,06/06/2017,2017,06/12/2017,0,0,,0.091,0.015,
17242447,BRONX,Bronx,10468,06/08/2017,2017,06/14/2017,0.009,0,,0.119,0.035,
17241727,BRONX,Bronx,10464,06/08/2017,2017,06/09/2017,0,0,,0.044,0.041,
17242501,BRONX,Bronx,10469,06/09/2017,2017,06/12/2017,0,0,,0.184,0.031,
17242754,BRONX,Bronx,10467,06/20/2017,2017,06/26/2017,0,0,,0.077,0.028,
17242914,BRONX,Bronx,10467,06/22/2017,2017,07/05/2017,0,0,,0.013,0.015,
17242662,BRONX,Bronx,10461,06/24/2017,2017,06/26/2017,0,0,,0.045,0.018,
17242610,BRONX,Bronx,10458,06/30/2017,2017,07/05/2017,0.002,0,,0.071,0.011,
17241347,BRONX,Bronx,10451,06/30/2017,2017,07/07/2017,0,0,,0.113,0.111,
17240946,BRONX,Bronx,10465,07/04/2017,2017,07/17/2017,0.013,0,,0.361,0.063,
17243108,BRONX,Bronx,10469,07/05/2017,2017,07/07/2017,0,0,,0.112,0.03,
17243012,BRONX,Bronx,10473,07/06/2017,2017,07/10/2017,0,0,,0.143,0.1,
17243208,BRONX,Bronx,10457,07/14/2017,2017,07/17/2017,0,0,,0.028,0.011,
17242509,BRONX,Bronx,10456,07/14/2017,2017,07/17/2017,0,0,,0.114,0.012,
17243338,BRONX,Bronx,10468,07/17/2017,2017,07/25/2017,0,0,,0.071,0.023,
17243289,BRONX,Bronx,10458,07/17/2017,2017,07/25/2017,0,0,,0.004,0.003,
17243351,BRONX,Bronx,10463,07/19/2017,2017,07/25/2017,0,0,,0.051,0.01,
