Zipcode,Year_Coll,num_samples,Borough_broad,neighb_code,Neighb_Name,epa_pb_lim,pct_1d_pb_over_epa,max_1d_pb,min_1d_pb,avg_1d_pb,med_1d_pb,range_1d_pb,med_1d_pb_diff_epa,avg_1d_pb_diff_epa,pct_2d_pb_over_epa,max_2d_pb,min_2d_pb,avg_2d_pb,med_2d_pb,range_2d_pb,med_2d_pb_diff_epa,avg_2d_pb_diff_epa
10451,2019,12,Bronx,105/106/107,The South Bronx,0.015,8,0.058,0.008,0.012916666666666667,0.009,0.05,-0.006,-0.002083333333333333,0,0.001,0.000,8.333333333333333e-05,0.0,0.001,-0.015,-0.014916666666666667
10451,2020,7,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.007142857142857143,0.007,0.001,-0.008,-0.007857142857142858,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10452,2014,4,Bronx,105/106/107,The South Bronx,0.015,100,0.162,0.054,0.10250000000000001,0.097,0.10800000000000001,0.082,0.08750000000000001,0,0.005,0.000,0.0022500000000000003,0.002,0.005,-0.013,-0.01275
10452,2015,1,Bronx,105/106/107,The South Bronx,0.015,100,0.040,0.040,0.04,0.04,0.0,0.025,0.025,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10452,2016,8,Bronx,105/106/107,The South Bronx,0.015,100,0.037,0.019,0.023874999999999997,0.02,0.018,0.005000000000000001,0.008874999999999997,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10452,2017,7,Bronx,105/106/107,The South Bronx,0.015,71,0.524,0.013,0.0882857142857143,0.016,0.511,0.0010000000000000009,0.0732857142857143,0,0.015,0.000,0.002142857142857143,0.0,0.015,-0.015,-0.012857142857142857
10452,2018,5,Bronx,105/106/107,The South Bronx,0.015,0,0.013,0.010,0.011000000000000001,0.011,0.002999999999999999,-0.004,-0.003999999999999998,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10452,2019,10,Bronx,105/106/107,The South Bronx,0.015,0,0.009,0.008,0.008500000000000002,0.0085,0.0009999999999999992,-0.006499999999999999,-0.006499999999999997,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10452,2020,8,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.0072499999999999995,0.007,0.001,-0.008,-0.00775,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10453,2014,1,Bronx,105/106/107,The South Bronx,0.015,100,0.049,0.049,0.049,0.049,0.0,0.034,0.034,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10453,2016,11,Bronx,105/106/107,The South Bronx,0.015,100,0.068,0.019,0.027909090909090908,0.021,0.049,0.006000000000000002,0.012909090909090908,0,0.001,0.000,9.090909090909092e-05,0.0,0.001,-0.015,-0.014909090909090908
10453,2017,5,Bronx,105/106/107,The South Bronx,0.015,60,0.018,0.014,0.0162,0.016,0.003999999999999998,0.0010000000000000009,0.0011999999999999997,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10453,2018,8,Bronx,105/106/107,The South Bronx,0.015,0,0.012,0.010,0.011124999999999998,0.011,0.002,-0.004,-0.0038750000000000017,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10453,2019,9,Bronx,105/106/107,The South Bronx,0.015,11,0.370,0.008,0.04877777777777778,0.009,0.362,-0.006,0.03377777777777778,0,0.012,0.000,0.0013333333333333333,0.0,0.012,-0.015,-0.013666666666666666
10453,2020,3,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.007333333333333333,0.007,0.001,-0.008,-0.007666666666666666,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10454,2016,7,Bronx,105/106/107,The South Bronx,0.015,100,0.069,0.023,0.03585714285714286,0.032,0.046000000000000006,0.017,0.02085714285714286,0,0.001,0.000,0.00014285714285714287,0.0,0.001,-0.015,-0.014857142857142857
10454,2017,6,Bronx,105/106/107,The South Bronx,0.015,0,0.014,0.013,0.013333333333333334,0.013,0.0010000000000000009,-0.002,-0.0016666666666666653,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10454,2018,7,Bronx,105/106/107,The South Bronx,0.015,0,0.013,0.010,0.01114285714285714,0.011,0.002999999999999999,-0.004,-0.0038571428571428593,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10454,2019,4,Bronx,105/106/107,The South Bronx,0.015,25,0.129,0.008,0.038250000000000006,0.008,0.121,-0.006999999999999999,0.023250000000000007,0,0.004,0.000,0.001,0.0,0.004,-0.015,-0.013999999999999999
10454,2020,4,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.0072499999999999995,0.007,0.001,-0.008,-0.00775,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10455,2016,6,Bronx,105/106/107,The South Bronx,0.015,100,0.947,0.019,0.2058333333333333,0.0675,0.9279999999999999,0.052500000000000005,0.1908333333333333,16,0.018,0.000,0.003999999999999999,0.0015,0.018,-0.0135,-0.011
10455,2017,1,Bronx,105/106/107,The South Bronx,0.015,0,0.015,0.015,0.015,0.015,0.0,0.0,0.0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10455,2018,4,Bronx,105/106/107,The South Bronx,0.015,25,0.082,0.010,0.028999999999999998,0.012,0.07200000000000001,-0.002999999999999999,0.013999999999999999,0,0.002,0.000,0.0005,0.0,0.002,-0.015,-0.014499999999999999
10455,2019,6,Bronx,105/106/107,The South Bronx,0.015,50,0.206,0.008,0.07333333333333333,0.0445,0.19799999999999998,0.0295,0.058333333333333334,0,0.008,0.000,0.0023333333333333335,0.001,0.008,-0.013999999999999999,-0.012666666666666666
10455,2020,2,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.0075,0.0075,0.001,-0.0075,-0.0075,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10456,2014,2,Bronx,105/106/107,The South Bronx,0.015,100,0.100,0.052,0.076,0.076,0.04800000000000001,0.061,0.061,0,0.002,0.000,0.001,0.001,0.002,-0.013999999999999999,-0.013999999999999999
10456,2016,8,Bronx,105/106/107,The South Bronx,0.015,100,0.035,0.019,0.025874999999999995,0.023,0.016000000000000004,0.008,0.010874999999999996,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10456,2017,9,Bronx,105/106/107,The South Bronx,0.015,11,0.018,0.013,0.014444444444444446,0.014,0.004999999999999999,-0.0009999999999999992,-0.0005555555555555539,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10456,2018,6,Bronx,105/106/107,The South Bronx,0.015,0,0.012,0.010,0.011000000000000001,0.011,0.002,-0.004,-0.003999999999999998,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10456,2019,9,Bronx,105/106/107,The South Bronx,0.015,11,0.154,0.008,0.024777777777777784,0.009,0.146,-0.006,0.009777777777777785,0,0.005,0.000,0.0005555555555555556,0.0,0.005,-0.015,-0.014444444444444444
10456,2020,5,Bronx,105/106/107,The South Bronx,0.015,60,0.125,0.007,0.054200000000000005,0.056,0.118,0.041,0.039200000000000006,0,0.004,0.000,0.0014,0.001,0.004,-0.013999999999999999,-0.0136
10457,2014,1,Bronx,105/106/107,The South Bronx,0.015,100,0.050,0.050,0.05,0.05,0.0,0.035,0.035,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10457,2015,3,Bronx,105/106/107,The South Bronx,0.015,100,0.047,0.041,0.043333333333333335,0.042,0.005999999999999998,0.027000000000000003,0.028333333333333335,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10457,2016,13,Bronx,105/106/107,The South Bronx,0.015,100,0.189,0.019,0.0506923076923077,0.022,0.17,0.006999999999999999,0.035692307692307704,0,0.007,0.000,0.0009230769230769231,0.0,0.007,-0.015,-0.014076923076923077
10457,2017,9,Bronx,105/106/107,The South Bronx,0.015,33,0.017,0.013,0.014888888888888889,0.015,0.004000000000000002,0.0,-0.00011111111111111044,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10457,2018,2,Bronx,105/106/107,The South Bronx,0.015,0,0.013,0.011,0.012,0.012,0.002,-0.002999999999999999,-0.002999999999999999,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10457,2019,18,Bronx,105/106/107,The South Bronx,0.015,0,0.009,0.008,0.008444444444444447,0.008,0.0009999999999999992,-0.006999999999999999,-0.006555555555555552,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10457,2020,7,Bronx,105/106/107,The South Bronx,0.015,14,0.169,0.007,0.030428571428571437,0.007,0.162,-0.008,0.015428571428571437,0,0.006,0.000,0.0008571428571428572,0.0,0.006,-0.015,-0.014142857142857143
10459,2016,2,Bronx,105/106/107,The South Bronx,0.015,100,0.069,0.020,0.044500000000000005,0.044500000000000005,0.049,0.029500000000000005,0.029500000000000005,0,0.001,0.000,0.0005,0.0005,0.001,-0.014499999999999999,-0.014499999999999999
10459,2017,6,Bronx,105/106/107,The South Bronx,0.015,33,0.018,0.013,0.015166666666666667,0.015,0.004999999999999999,0.0,0.0001666666666666674,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10459,2018,5,Bronx,105/106/107,The South Bronx,0.015,0,0.011,0.010,0.010400000000000001,0.01,0.0009999999999999992,-0.004999999999999999,-0.004599999999999998,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10459,2019,8,Bronx,105/106/107,The South Bronx,0.015,0,0.010,0.008,0.0085,0.008,0.002,-0.006999999999999999,-0.006499999999999999,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10459,2020,5,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.0072,0.007,0.001,-0.008,-0.0078,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10460,2014,2,Bronx,105/106/107,The South Bronx,0.015,100,0.151,0.051,0.10099999999999999,0.10099999999999999,0.1,0.086,0.086,0,0.004,0.000,0.002,0.002,0.004,-0.013,-0.013
10460,2015,2,Bronx,105/106/107,The South Bronx,0.015,100,0.047,0.041,0.044,0.044,0.005999999999999998,0.028999999999999998,0.028999999999999998,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10460,2016,6,Bronx,105/106/107,The South Bronx,0.015,100,0.088,0.020,0.03633333333333333,0.027,0.06799999999999999,0.012,0.02133333333333333,0,0.002,0.000,0.0003333333333333333,0.0,0.002,-0.015,-0.014666666666666666
10460,2017,5,Bronx,105/106/107,The South Bronx,0.015,60,0.018,0.013,0.0156,0.016,0.004999999999999999,0.0010000000000000009,0.0005999999999999998,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10460,2018,5,Bronx,105/106/107,The South Bronx,0.015,20,0.063,0.010,0.022,0.013,0.053,-0.002,0.006999999999999999,0,0.001,0.000,0.0002,0.0,0.001,-0.015,-0.014799999999999999
10460,2019,9,Bronx,105/106/107,The South Bronx,0.015,11,0.059,0.008,0.013888888888888892,0.008,0.051,-0.006999999999999999,-0.0011111111111111079,0,0.001,0.000,0.00011111111111111112,0.0,0.001,-0.015,-0.014888888888888889
10460,2020,5,Bronx,105/106/107,The South Bronx,0.015,20,0.058,0.007,0.017200000000000003,0.007,0.051000000000000004,-0.008,0.002200000000000004,0,0.001,0.000,0.0002,0.0,0.001,-0.015,-0.014799999999999999
10474,2016,3,Bronx,105/106/107,The South Bronx,0.015,100,0.065,0.020,0.035333333333333335,0.021,0.045,0.006000000000000002,0.020333333333333335,0,0.001,0.000,0.0003333333333333333,0.0,0.001,-0.015,-0.014666666666666666
10474,2017,3,Bronx,105/106/107,The South Bronx,0.015,66,0.018,0.015,0.016333333333333335,0.016,0.002999999999999999,0.0010000000000000009,0.0013333333333333357,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10474,2018,1,Bronx,105/106/107,The South Bronx,0.015,0,0.010,0.010,0.01,0.01,0.0,-0.004999999999999999,-0.004999999999999999,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
10474,2020,2,Bronx,105/106/107,The South Bronx,0.015,0,0.008,0.007,0.0075,0.0075,0.001,-0.0075,-0.0075,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11211,2014,14,Brooklyn,201,Greenpoint,0.015,0,0.004,0.003,0.0030714285714285717,0.003,0.001,-0.012,-0.011928571428571427,0,0.002,0.000,0.0002142857142857143,0.0,0.002,-0.015,-0.014785714285714286
11211,2015,16,Brooklyn,201,Greenpoint,0.015,0,0.005,0.002,0.0025000000000000014,0.002,0.003,-0.013,-0.012499999999999997,0,0.005,0.000,0.0005625000000000001,0.0,0.005,-0.015,-0.014437499999999999
11211,2016,61,Brooklyn,201,Greenpoint,0.015,0,0.005,0.002,0.0023934426229508215,0.002,0.003,-0.013,-0.012606557377049177,0,0.005,0.000,0.00047540983606557397,0.0,0.005,-0.015,-0.014524590163934425
11211,2017,53,Brooklyn,201,Greenpoint,0.015,0,0.005,0.001,0.001264150943396227,0.001,0.004,-0.013999999999999999,-0.013735849056603772,0,0.006,0.000,0.00022641509433962264,0.0,0.006,-0.015,-0.014773584905660378
11211,2018,47,Brooklyn,201,Greenpoint,0.015,0,0.005,0.000,0.0008510638297872345,0.001,0.005,-0.013999999999999999,-0.014148936170212765,0,0.005,0.000,0.0002765957446808511,0.0,0.005,-0.015,-0.014723404255319148
11211,2019,63,Brooklyn,201,Greenpoint,0.015,0,0.005,0.000,0.00036507936507936505,0.0,0.005,-0.015,-0.014634920634920634,0,0.010,0.000,0.00036507936507936515,0.0,0.01,-0.015,-0.014634920634920634
11211,2020,43,Brooklyn,201,Greenpoint,0.015,0,0.006,0.000,0.0005813953488372093,0.0,0.006,-0.015,-0.01441860465116279,0,0.014,0.000,0.0006976744186046512,0.0,0.014,-0.015,-0.014302325581395348
11222,2014,13,Brooklyn,201,Greenpoint,0.015,0,0.005,0.003,0.003230769230769231,0.003,0.002,-0.012,-0.011769230769230768,0,0.004,0.000,0.0005384615384615384,0.0,0.004,-0.015,-0.014461538461538461
11222,2015,13,Brooklyn,201,Greenpoint,0.015,0,0.005,0.002,0.002846153846153846,0.003,0.003,-0.012,-0.012153846153846154,0,0.007,0.000,0.0007692307692307693,0.0,0.007,-0.015,-0.01423076923076923
11222,2016,85,Brooklyn,201,Greenpoint,0.015,0,0.006,0.000,0.0022000000000000014,0.002,0.006,-0.013,-0.012799999999999999,0,0.011,,0.0004941176470588236,0.0,0.011,-0.015,-0.014505882352941176
11222,2017,55,Brooklyn,201,Greenpoint,0.015,0,0.004,0.001,0.001236363636363637,0.001,0.003,-0.013999999999999999,-0.013763636363636363,0,0.003,0.000,0.00016363636363636366,0.0,0.003,-0.015,-0.014836363636363635
11222,2018,69,Brooklyn,201,Greenpoint,0.015,0,0.007,0.000,0.0015507246376811601,0.001,0.007,-0.013999999999999999,-0.01344927536231884,5,0.661,,0.01184057971014493,0.0,0.661,-0.015,-0.00315942028985507
11222,2019,96,Brooklyn,201,Greenpoint,0.015,0,0.006,0.000,0.0005312500000000001,0.0,0.006,-0.015,-0.014468749999999999,0,0.013,0.000,0.00053125,0.0,0.013,-0.015,-0.014468749999999999
11222,2020,73,Brooklyn,201,Greenpoint,0.015,0,0.005,0.000,0.0005616438356164385,0.0,0.005,-0.015,-0.014438356164383562,0,0.010,0.000,0.0005753424657534248,0.0,0.01,-0.015,-0.014424657534246575
11201,2014,23,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.003,0.003173913043478262,0.003,0.002,-0.012,-0.011826086956521738,0,0.008,0.000,0.0005217391304347827,0.0,0.008,-0.015,-0.014478260869565216
11201,2015,23,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.002,0.0026956521739130443,0.003,0.003,-0.012,-0.012304347826086956,0,0.005,0.000,0.00034782608695652176,0.0,0.005,-0.015,-0.014652173913043477
11201,2016,134,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0021567164179104492,0.002,0.006,-0.013,-0.01284328358208955,0,0.011,,0.000291044776119403,0.0,0.011,-0.015,-0.014708955223880596
11201,2017,83,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.001,0.0012650602409638562,0.001,0.005,-0.013999999999999999,-0.013734939759036143,1,0.029,0.000,0.0005542168674698796,0.0,0.029,-0.015,-0.014445783132530119
11201,2018,70,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.000928571428571429,0.001,0.005,-0.013999999999999999,-0.01407142857142857,0,0.009,0.000,0.0004000000000000001,0.0,0.009,-0.015,-0.0146
11201,2019,86,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.00043023255813953487,0.0,0.005,-0.015,-0.014569767441860464,0,0.006,0.000,0.00027906976744186056,0.0,0.006,-0.015,-0.01472093023255814
11201,2020,57,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.0004035087719298245,0.0,0.005,-0.015,-0.014596491228070175,0,0.011,0.000,0.0003508771929824562,0.0,0.011,-0.015,-0.014649122807017544
11205,2014,10,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.003,0.003,0.0029999999999999996,0.003,0.0,-0.012,-0.012,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11205,2015,11,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.002,0.0028181818181818186,0.003,0.003,-0.012,-0.01218181818181818,0,0.004,0.000,0.0005454545454545455,0.0,0.004,-0.015,-0.014454545454545454
11205,2016,49,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.002,0.0024693877551020425,0.002,0.005,-0.013,-0.012530612244897956,2,0.389,0.000,0.008571428571428572,0.0,0.389,-0.015,-0.006428571428571428
11205,2017,41,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.001292682926829269,0.001,0.006,-0.013999999999999999,-0.01370731707317073,2,0.028,,0.0008048780487804879,0.0,0.028,-0.015,-0.014195121951219511
11205,2018,37,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.0011621621621621626,0.001,0.005,-0.013999999999999999,-0.013837837837837836,0,0.008,0.000,0.0005675675675675676,0.0,0.008,-0.015,-0.014432432432432432
11205,2019,37,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.0008108108108108108,0.0,0.005,-0.015,-0.014189189189189188,0,0.007,0.000,0.0007567567567567569,0.0,0.007,-0.015,-0.014243243243243242
11205,2020,33,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.003,0.000,0.00036363636363636367,0.0,0.003,-0.015,-0.014636363636363637,0,0.002,0.000,0.00015151515151515152,0.0,0.002,-0.015,-0.014848484848484849
11215,2014,58,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.003,0.0036034482758620706,0.003,0.004,-0.012,-0.011396551724137928,3,0.038,0.000,0.0025862068965517245,0.0,0.038,-0.015,-0.012413793103448275
11215,2015,50,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.002,0.002860000000000002,0.003,0.003,-0.012,-0.012139999999999998,0,0.008,0.000,0.00084,0.0,0.008,-0.015,-0.014159999999999999
11215,2016,233,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.001,0.002429184549356225,0.002,0.006,-0.013,-0.012570815450643775,1,0.039,0.000,0.0010386266094420606,0.0,0.039,-0.015,-0.01396137339055794
11215,2017,130,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.001,0.001576923076923078,0.001,0.006,-0.013999999999999999,-0.013423076923076921,3,0.281,0.000,0.003200000000000001,0.0,0.281,-0.015,-0.011799999999999998
11215,2018,169,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.000,0.0013431952662721902,0.001,0.007,-0.013999999999999999,-0.01365680473372781,1,0.637,0.000,0.004869822485207101,0.0,0.637,-0.015,-0.010130177514792898
11215,2019,145,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0008413793103448278,0.0,0.006,-0.015,-0.014158620689655172,2,0.033,0.000,0.0011103448275862073,0.0,0.033,-0.015,-0.013889655172413792
11215,2020,130,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.000684615384615385,0.0,0.006,-0.015,-0.014315384615384615,1,0.029,0.000,0.0008538461538461541,0.0,0.029,-0.015,-0.014146153846153845
11217,2014,16,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.003,0.003437500000000001,0.003,0.003,-0.012,-0.011562499999999998,0,0.015,0.000,0.0019375,0.0,0.015,-0.015,-0.0130625
11217,2015,29,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.002,0.0028965517241379326,0.003,0.003,-0.012,-0.012103448275862067,0,0.009,0.000,0.0008275862068965517,0.0,0.009,-0.015,-0.014172413793103448
11217,2016,95,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.001,0.0024000000000000015,0.002,0.005,-0.013,-0.012599999999999998,1,0.027,0.000,0.0009578947368421055,0.0,0.027,-0.015,-0.014042105263157894
11217,2017,65,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.004,0.001,0.0012769230769230776,0.001,0.003,-0.013999999999999999,-0.013723076923076921,0,0.004,0.000,0.00021538461538461541,0.0,0.004,-0.015,-0.014784615384615384
11217,2018,81,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0011111111111111118,0.001,0.006,-0.013999999999999999,-0.013888888888888888,0,0.015,0.000,0.0005679012345679013,0.0,0.015,-0.015,-0.014432098765432099
11217,2019,91,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0007692307692307696,0.0,0.006,-0.015,-0.014230769230769229,0,0.015,0.000,0.0007142857142857146,0.0,0.015,-0.015,-0.014285714285714285
11217,2020,49,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.000510204081632653,0.0,0.006,-0.015,-0.014489795918367347,0,0.015,0.000,0.0005306122448979592,0.0,0.015,-0.015,-0.01446938775510204
11231,2014,14,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.007,0.003,0.0035000000000000005,0.003,0.004,-0.012,-0.0115,7,0.052,0.000,0.0045,0.0,0.052,-0.015,-0.010499999999999999
11231,2015,30,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.002,0.002766666666666668,0.003,0.003,-0.012,-0.012233333333333332,0,0.004,0.000,0.0005,0.0,0.004,-0.015,-0.014499999999999999
11231,2016,77,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.002,0.0022727272727272744,0.002,0.004,-0.013,-0.012727272727272726,1,0.021,0.000,0.0005844155844155845,0.0,0.021,-0.015,-0.014415584415584414
11231,2017,73,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.001,0.0018767123287671242,0.001,0.005,-0.013999999999999999,-0.013123287671232876,5,0.029,0.000,0.002123287671232877,0.0,0.029,-0.015,-0.012876712328767123
11231,2018,60,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0013000000000000006,0.001,0.006,-0.013999999999999999,-0.013699999999999999,1,0.016,0.000,0.0009500000000000001,0.0,0.016,-0.015,-0.01405
11231,2019,53,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.006,0.000,0.0009622641509433966,0.0,0.006,-0.015,-0.014037735849056604,1,0.029,0.000,0.0015283018867924532,0.0,0.029,-0.015,-0.013471698113207546
11231,2020,43,Brooklyn,202,Downtown - Heights - Park Slope,0.015,0,0.005,0.000,0.0010232558139534886,0.0,0.005,-0.015,-0.01397674418604651,0,0.010,0.000,0.001046511627906977,0.0,0.01,-0.015,-0.013953488372093023
11212,2014,6,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.007,0.003,0.0036666666666666666,0.003,0.004,-0.012,-0.011333333333333332,16,0.037,0.000,0.006333333333333333,0.0,0.037,-0.015,-0.008666666666666666
11212,2015,4,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.003,0.002,0.0022500000000000003,0.002,0.001,-0.013,-0.01275,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11212,2016,13,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.004,0.002,0.0021538461538461546,0.002,0.002,-0.013,-0.012846153846153844,0,0.003,0.000,0.00023076923076923076,0.0,0.003,-0.015,-0.014769230769230769
11212,2017,6,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.003,0.001,0.0013333333333333333,0.001,0.002,-0.013999999999999999,-0.013666666666666666,0,0.001,0.000,0.00016666666666666666,0.0,0.001,-0.015,-0.014833333333333332
11212,2018,8,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.005,0.000,0.001,0.0005,0.005,-0.014499999999999999,-0.013999999999999999,0,0.005,0.000,0.000625,0.0,0.005,-0.015,-0.014374999999999999
11212,2019,10,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11212,2020,7,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11213,2014,3,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.004,0.003,0.0033333333333333335,0.003,0.001,-0.012,-0.011666666666666665,0,0.003,0.000,0.001,0.0,0.003,-0.015,-0.013999999999999999
11213,2015,6,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.005,0.002,0.0025,0.002,0.003,-0.013,-0.012499999999999999,0,0.009,0.000,0.0014999999999999998,0.0,0.009,-0.015,-0.0135
11213,2016,38,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.007,0.002,0.0028157894736842125,0.002,0.005,-0.013,-0.012184210526315787,2,0.037,0.000,0.002315789473684211,0.0,0.037,-0.015,-0.012684210526315787
11213,2017,27,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.004,0.001,0.0014074074074074082,0.001,0.003,-0.013999999999999999,-0.013592592592592592,0,0.003,0.000,0.0003333333333333334,0.0,0.003,-0.015,-0.014666666666666666
11213,2018,32,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.005,0.000,0.0016875000000000006,0.001,0.005,-0.013999999999999999,-0.013312499999999998,0,0.009,0.000,0.00125,0.0,0.009,-0.015,-0.01375
11213,2019,40,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.005,0.000,0.0008499999999999998,0.0,0.005,-0.015,-0.01415,0,0.006,0.000,0.0005750000000000002,0.0,0.006,-0.015,-0.014424999999999999
11213,2020,23,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.005,0.000,0.0006956521739130435,0.0,0.005,-0.015,-0.014304347826086956,0,0.010,0.000,0.0009130434782608696,0.0,0.01,-0.015,-0.01408695652173913
11216,2014,13,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.003,0.003,0.003,0.003,0.0,-0.012,-0.012,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
11216,2015,13,Brooklyn,203,Bedford Stuyvesant - Crown Heights,0.015,0,0.006,0.002,0.0032307692307692315,0.003,0.004,-0.012,-0.011769230769230768,7,0.030,0.000,0.0038461538461538464,0.0,0.03,-0.015,-0.011153846153846153
